document_id,clean_text,sentiment
451,nisei male born june honolulu hawaii grew honolulu father ran taxi business serving hawaii territorial th infantry japan bombed pearl harbor went mainland training camp mccoy wisconsin transferred military intelligence service asked help select nisei volunteers merrills marauders served interpreter merrills marauders burma,
452,issei female born october fukuda japan grew japan immigrated us marrying settled portland world war ii removed portland assembly center oregon minidoka concentration camp idaho war returned portland,
453,nisei male born december scottsbluff nebraska family operated grocery store prior world war ii moved stockton california due fathers illness removed stockton assembly center gila river concentration camp arizona resettled nebraska finished high school drafted army joined family denver colorado completing military service,
454,sansei female born september sacramento california spent childhood sacramento mother stepfather worked strawberry fields sent live relatives fort lupton colorado mother passed away march unable return west coast bombing pearl harbor december extended family moved colorado voluntary evacuation period stepfather younger sister removed jerome concentration camp arkansas renounced citizenship repatriated japan attended high school brighton denver colorado married husband alfred miyagishima worked dental assistant retirement,
455,nisei female born november venice california married venice prior world war ii child days bombing pearl harbor december removed santa anita assembly center california jerome concentration camp arkansas transferred family tule lake concentration camp california became segregation center leaving camp moved new jersey worked seabrook farms thirty years,
456,nisei female born july seattle washington spent prewar childhood seattles nihonmachi raised maternal grandmother married henry miyake issei photographer owner takano studio incarcerated puyallup assembly center washington minidoka concentration camp idaho,
457,japanese female born feburary hiroshima japan descendant survivors atomic bombing father kamikaze pilot world war ii unable fulfill mission due wars end nobuko attended hiroshima jogakuin missionary school established young women graduated religious education iliff school theology denver colorado master divinity doctor ministry school theology claremont california served minister number united methodist churchs california colorado served senior pastor harris united methodist church honolulu hawaii retiring launched house program underprivileged latchkey children hiroshima japan,
458,nisei male born november terminal island california grew terminal island father part large japanese american fishing community following bombing pearl harbor removed manzanar concentration camp california manzanar joined irrigation crew took expeditons hills surrounding camp hike fish signed nono socalled loyalty questionnaire transferred tule lake segregation center,
459,nisei male born july seattle washington wrote social solidarity among japanese seattle masters thesis published one first academic works japanese immigrant community incarcerated tule lake concentration camp california member evacuation resettlement study studied incarceration resettlement japanese americans world war ii resettled seattle longtime member faculty sociology university washington served chairman department acting dean college arts sciences,
460,nisei male born march pauuilo hawaii joined army december assigned th infantry battalion transferred military intelligence service asked help select group volunteer linguists serve merrills marauders india burma herbert skilled interrogator japanese prisoners war merrills marauders also served general merrills personal interpreter,
461,nisei male born november los angeles california grew los angeles father renowned photographer toyo miyatake established photo studio world war ii removed manzanar concentration camp california camp father became camps photographer war archie miyatake returned los angeles eventually took fathers studio,
462,nisei male born april seattle washington incarcerated puyallup assembly center minidoka concentration camp idaho key childhood experiences discrimination made selfdescribed independent thinker later influential figure japanese american community teenager camp wrote defended essay criticizing united states treatment racial minorities teacher refused accept paper resulting failed grade preventing graduating postwar served us counterintelligence corps privy classified documents detailing placement spies incarceration camps leaving military worked boeing company fought discriminatory workplace practices also one earliest proponents redress research planning organizing seattle plan first highly developed plan obtaining redress us government wwii incarceration japanese american community,
463,nisei female born may grew culver city california parents ran nursery business world war ii removed manzanar concentration camp california returned california war,
464,nisei female born may hillsboro oregon parents ran farm world war ii removed portland assembly center oregon instead going incarceration camp moved family nearby farm labor camp war eventually returned oregon,
465,nisei male born december star lake washington grew renton area later fife washington immigrant father began threegeneration greenhouse business fife following executive order mizukami family removed puyallup assembly center washington nicknamed camp harmony later transported minidoka concentration camp idaho served nd regimental combat team earning purple heart relocated fife washington married returned familyowned greenhouse business served fife city council mayor fife seven years received order sacred treasure japanese government,
466,nisei female born portland oregon grew portland parents ran laundry business managed apartment house bombing pearl harbor father arrested fbi rest family removed portland assembly center oregon assembly center junko teenager witnessed firsthand shooting japanese american cook camp guard leaving camp went school time milwaukee wisconsin moving chicago illinois,
467,nisei male born october seattle washington grew seattle parents owned hotels international district interview discusses japanese american hotel ownership early mids role hotel association japanese american community,
468,nisei female born october seattle washington moved los angeles california family around age six graduated high school attending trade school dressmaking japan bombed pearl harbor world war ii removed santa anita assembly center california gila river concentration camp arizona leaving camp worked years cleveland ohio eventually returning los angeles,
469,interview brent seto led panel tatsuo nakatas friends akemi matsumoto emily momohara joy shigaki arlene oki bill tashima remembrance tatsuo nakata charismatic nakata leader japanese american mixedrace youth well seattle jacls youngest chapter president nakata pushed envelope chapter expand programming youth mixedraced wider inclusive civil rights program nakata crafted visionary leadership help chapter realize political well moral clout,
470,female japanese mexican ancestry born el paso texas father issei japan mother mexico mary grew several cities new mexico married living california war broke identified japanese ancestry returned gallup new mexico,
471,nisei male born july wilmington california grew san pedro california parents operated farm bombing pearl harbor december removed family santa anita assembly center california jerome concentration camp arkansas family answered nono socalled loyalty questionnaire transferred tule lake concentration camp leaving camp returned california,
472,nisei male born february tokyo japan moved parents hawaii young age grew honolulu family held prominent position community prior bombing pearl harbor parents received phone call japan tapped fbi us government misconstrued conversation december picked fbi taken sand island internment camp hawaii crystal city internment camp texas mr mori eight years old time spent duration world war ii without parents war served us military eventually established career airline industry,
473,nisei female born november long beach california grew gardena area los angeles world war ii removed manzanar concentration camp california leaving camp returned los angeles area,
474,sansei male born november san francisco california world war ii removed merced assembly center california amache concentration camp colorado leaving camp moved utah time eventually returning california becoming pharmacist served board japanese american citizens league later years became volunteer docent japanese american national museum los angeles,
475,nitengosei niseisansei male born april tacoma washington world war ii incarcerated family tule lake concentration camp california war resettled seattles nihonmachi father reestablished family business uwajimaya selling japanese foodstuff items worked uwajimaya throughout childhood along seven brothers sisters prior attending bailey gatzert elementary garfield high school university washington worked boeing company leaving help run uwajimaya becoming ceo president uwajimaya addition actively serves holds leadership positions civic social professional organizations received numerous honors awards nikkei community nonnikkei mainstream uwajimaya presently largest foodrelated japanese american owned business pacific northwest generating million annual gross income also remains largely family business employing six seven siblings key roles,
476,nisei male born september tacoma washington spent childhood fife washington following bombing pearl harbor removed puyallup assembly center minidoka concentration camp idaho drafted army joined nd regimental combat team europe awarded purple heart actions battle gothic line war briefly resettled fife going east coast attend photography school worked talls camera seattle washington many years currently speaks many school groups community organizations wartime experiences,
477,nisei female born november walnut grove california paternal grandparents immigrated united states father grew madera california area married child time world war ii broke war removed fresno assembly center california jerome concentration camp arkansas jerome closed transferred granada amache concentration camp colorado war returned sacramento starting floral business teaching ikebana japanese flower arranging,
478,nisei male born los angeles california grew los angeles area world war ii removed manzanar concentration camp california leaving camp lived sawtelle california time drafted army serving korea lived arizona nevada war,
479,nisei male born april grew bainbridge island washington family ran strawberry farm world war ii removed manzanar concentration camp california left camp lived chicago new york eventually returning bainbridge island,
480,nisei male born october bainbridge island washington bombing pearl harbor removed manzanar concentration camp california left camp work chicago eventually returning bainbridge island worked washington state ferries forty years retirement,
481,nisei male born april heeia hawaii grew village called fish camp father fisherman witnessed japans bombing pearl harbor december father picked detained fbi sand island internment camp hawaii war earned phd chemistry established career hawaiian sugar planters association,
482,sansei female born philadelphia pennsylvania grew philadelphia attended quaker schools moved los angeles attend college traveling various countries eventually returning philadelphia raised family became involved japanese american community events,
483,kibei nisei male born october stockton california young child sent japan live grandparents attend school returned california age eighteen drafted us military discharged army japan bombed pearl harbor removed tanforan assembly center washington topaz concentration camp utah answered nono socalled loyalty questionnaire transferred tule lake concentration camp california leaving tule lake lived maryland florida eventually returning california,
484,nisei male born october los angeles california world war ii mother father received special dispensation delay going santa anita assembly center give birth susumu born family sent santa anita heart mountain concentration camp wyoming later transferred tule lake california leaving camp went live seabrook farms new jersey father buddhist priest eventually moved chicago illinois,
485,nisei female born august seattle washington incarcerated puyallup assembly center washington minidoka concentration camp idaho resettled seattle washington coproprietor higo variety store seattles international district sister masako familyowned japanese american business operation since,
486,nisei male born guadalupe california world war ii removed tulare assembly center california gila river concentration camp arizona leaving camp returned sacramento area served us air force eventually resettled minnesota,
487,sansei female born june portland oregon father prominent pharmacist infant removed family heart mountain concentration camp wyoming leaving camp family resettled st paul minnesota,
488,nisei female born october seattle washington incarcerated puyallup assembly center washington minidoka concentration camp idaho resettled seattle washington coproprietor higo variety store seattles international district sister ayako familyowned japanese american business operation since,
489,sansei female born march san francisco california parents kibei seattle washington bakersfield california grew san francisco california father sales world war ii removed gila river concentration camp arizona father signed nono socalled loyalty questionnaire transferred tule lake concentration camp california leaving camp returned san francisco,
490,nisei male born june nemah washington family owned operated eagle oyster packing company nahcotta washington incarcerated tule lake concentration camp california returned nemah following war family fight get company back eventually sold business coast oyster company stayed manager,
491,sansei male born january florin california grew sacramento california father ran farm bombing pearl harbor returned family florin removed marysville assembly center california tule lake concentration camp california socalled loyalty questionnaire transferred jerome concentration camp arkansas heart mountain concentration camp wyoming leaving camp returned florinsacramento area,
492,nisei male born january los angeles california prior world war ii father community leader helped establish first judo dojo los angeles world war ii removed manzanar concentration camp california following war served military korean war eventually returned california,
493,nisei male born may portland oregon grew portland area parents ran farm world war ii removed portland assembly center oregon minidoka concentration camp idaho left camp attend college des moines iowa drafted military military service finished college returned oregon established career aerospace,
494,sansei male born january tsuyama okayama japan moved us family age nine grew los angeles california graduated ucla involved number civil rights movements organizations one founders gidra groundbreaking asian american publication worked jesse jacksons presidential campaigns became district director congresswoman maxine waters cofounded ucla asian american studies center little tokyo service center also active numerous community social service activist organizations,
495,issei female born nagano japan married mr kazuyoshi murayama issei returned japan temporarily arranged marriage immigrated us august worked wealthy family north dakota settled seattle went back japan returned seattle owned grocery store husband outside seattles nihonmachi went back japan returned seattle join daughter lived seattle since received us citizenship age time interview mrs murayama resided keiro nursing home,
496,sansei female born july boring oregon small town outside portland graduated vassar college earned law degree northwestern school law lewis clark college lead legal team yasui v united states lawsuit overturn year old conviction refusal obey exclusion orders aimed japanese americans wwii originally upheld us supreme court landmark decisions,
497,nisei male born june selleck washington grew selleck lumber community moving family santa monica california world war ii removed manzanar concentration camp california leaving camp lived time salt lake city utah returning california,
498,nisei female born october san diego california grew los feliz california family ran successful flower shop world war ii removed manzanar concentration camp california leaving camp eventually returned california,
499,sansei male born june los angeles california grew little tokyo boyle heights area world war ii removed poston concentration camp arizona became ordained baptist minister incarcerated ministering fellow camp inmates leading ecumenical worship services camp left poston attend bethel theological seminary st paul minnesota following war resettled los angeles established japanese baptist church later renamed evergreen baptist church appointed first director japanese evangelical missionary society spent eight years pastor makiki church honolulu returned mainland earned doctorate degree rel school theology claremont california authoring thesis japanese american identity ethnic pluralism christianity spent fifteen years pastor japanese baptist church seattle washington taught american baptist seminary west berkeley california served director council pacific asian theology oakland california presently ministeratlargenorthern california japanese american church federation,
500,born august lima peru parents ran laundry business father prominent community leader world war ii fbi arrested georges father entire family placed ship sent department justice camp crystal city texas leaving camp family allowed return peru moved san francisco help sponsorship shinto church reverend became involved numerous activities boy scouts basketball drafted army served germany,
501,born may callao peru spent early childhood peru parents ran laundry business father prominent community leader world war ii fbi arrested jimmys father entire family placed ship sent department justice camp crystal city texas leaving camp family allowed return peru moved san francisco help sponsorship shinto church reverend,
502,born july callao peru world war ii parents ran laundry business father prominent community leader kazumu still infant fbi arrested father sent entire family department justice camp crystal city texas leaving camp family allowed return peru moved san francisco help sponsorship shinto church reverend kazumu established successful design firm,
503,sansei male born october santa monica california raised berkeley california father worked salesman removed tanforan assembly center california topaz concentration camp utah mother difficult time camp family one last leave topaz resettled salt lake city sister sent st anns orphanage one year attended west high school university utah received masters degree commercial design operated successful graphic design firm salt lake city retirement,
504,sansei male born august chicago illinois spent early life chicago family moved los angeles california father worked defense industry joined us marine corps served vietnam war returning vietnam joined grassroots community organization known yellow brotherhood founded asian movement military outreach ammo organization bring veterans gis asian american antiwar movement,
505,nisei male born april san diego california grew terminal island california father fisherman world war ii removed family santa anita assembly center california heart mountain concentration camp wyoming family transferred tule lake response fathers answers socalled loyalty questionnaire turned eighteen tule lake also signed nono questionnaire renounced us citizenship sent fort lincoln bismarck internment camp north dakota going japan reuniting family lived japan number years taking job us army volunteering us air force eventually regained citizenship returned us,
506,nisei female born november montebello california grew montebello father ran wholesale nursery business world war ii removed family pomona assembly center manzanar concentration camp california leaving camp attended ucla returning california establishing nursery business,
507,nisei male born december portland oregon grew portland father ran store bombing pearl harbor family took advantage voluntary evacuation period moved salt lake city mr naito attended utah served military intelligence war returned portland established successful import business,
508,nisei female born august petaluma california world war ii removed merced assembly center california granada concentration camp colorado following world war ii established career teacher hawaii california,
509,nisei male born january los angeles california grew azusa california parents ran farm world war ii removed pomona assembly center california heart mountain concentration camp wyoming gila river concentration camp arizona returned azusa leaving camp worked forest service,
510,nisei male born march seattle washington grew kent washington parents ran farm moved south bend washington work new washington oyster company world war ii removed pinedale assembly center california soon left work farms utah amalgamated sugar company drafted military served counterintelligence corps japan us occupation returning home reestablished oyster farm south bend,
511,nisei female born february seattle washington spent prewar childhood seattle incarcerated puyallup assembly center washington minidoka concentration camp idaho crystal city internment camp texas postwar years became teacher principal multicultural specialist washington states superintendent office public instruction developed directed japanese american cultural heritage program rainbow program one first multiethnic educational programs country,
512,sansei male born february los angeles california graduated ucla pacific school religion berkeley served pastor sacramento west los angeles appointed senior minister centenary united methodist church los angeles,
513,nisei female born march portland oregon lost mother early age helped take care family world war ii removed portland assembly center oregon minidoka concentration camp idaho leaving camp worked war relocation authority office helping return confiscated property japanese americans returned portland moved south bend washington marriage oyster farmer,
514,nisei male born december missoula montana spent early part childhood montana parents ran farm moved family seattle washington finished school attended university washington moved los angeles area work world war ii removed poston concentration camp arizona leaving camp worked chicago wisconsin eventually returning los angeles,
515,nisei male born december seattle washington grew seattle third grade mass removal puyallup assembly center washington moved family minidoka concentration camp idaho returning seattle attend middle high school found lifelong job osborn ulland retail sporting goods store eventually becoming manager,
516,nisei female born may auburn washington mother died young age adopted aunt family grew washington state moving fresno california married child world war ii removed fresno assembly center california jerome concentration camp arkansas leaving camp moved chicago returning fresno,
517,nisei male born may moneta california grew garden grove area parents ran farm taken japan live young child age ten world war ii removed manzanar concentration camp caliifornia leaving camp served military korean war,
518,nisei female born february los angeles california grew los angeles world war ii removed manzanar concentration camp california leaving camp lived time colorado returning california war became teacher artist,
519,nisei female born march obrien washington grew auburnkent area washington parents ran farm grocery store world war ii removed pinedale assembly center california tule lake concentration camp california leaving camp settled ontario oregon,
520,niseisansei male born july venice california world war ii removed manzanar concentration camp california leaving camp lived time denver returning los angeles war became pioneering filmmaker founder visual communications oldest communitybased media arts center united states along wife karen ishizuka founded media arts center japanese american national museum,
521,nisei male born july san francisco california grew sacramento graduated uc berkeley world war ii removed tule lake concentration camp california voluntarily stayed tule lake designated segregation center worked legal aid office assisted attorney wayne collins filing cases restore us citizenship nisei renounced citizenship government duress,
522,nisei male born june rosemead california grew rosemead area world war ii removed tulare assembly center california gila river concentration camp arizona left camp lived des moines iowa time drafted military served europe nd regimental combat team war returned california became teacher artist,
523,shinissei male born september hyogo japan grew japan parents farmed world war ii exempted draft due higher education status attended doshisha university kyoto learning english influential missionary moved united states attended lehigh university pennsylvania studied university chicago nobel laureate dr charles huggins earned numerous patents groundbreaking cancer research,
524,nisei male born march honolulu hawaii incarcerated jerome concentration camp arkansas resettled gardena california member little tokyo peoples rights organization ltpro national coalition redressreparations ncrr,
525,sansei male born november los angeles california world war ii removed santa anita assembly center california jerome concentration camp arkansas transferred tule lake concentration camp california result parents answers socalled loyalty questionnaire leaving camp returned california attended school served california air national guard earned masters education became teacher elected california state legislature appointed speaker january serve democractic caucus chair became one highestranking asian americans state legislature,
526,nisei male born june los angeles california grew los angeles father ran grocery store small farm bombing pearl harbor removed manzanar concentration camp california trained military intelligence service language school,
527,sansei male born middle son yaeko nakano,
528,nisei male born november honolulu hawaii grew honolulu nine years old japan bombed pearl harbor father arrested fbi family went concentration camp jerome arkansas reunite transferred tule lake california following socalled loyalty questionnaire war returned honolulu moving mainland attending law school eventually returned permanently hawaii raise children,
529,sansei male born november tule lake concentration camp california oldest son yaeko nakano,
530,sansei female born april honolulu hawaii grew hawaii family ran successful wholesale bakery business following bombing pearl harbor father picked fbi sent sand island internment camp moved rest family jerome concentration camp arkansas reunited father moved short time heart mountain concentration camp wyoming jerome closed returning hawaii married moved chicago illinois eventually moving los angeles along husband bert nakano became active redress movement helping establish national coalition redress reparations,
531,sansei male born youngest son yaeko nakano,
532,sansei female born august suooshima yamaguchi japan lived years old grew tacoma washington world war ii incarcerated pinedale assembly center california tule lake concentration camp california tule lake husband married oldest son kenichi later born hiroshi born stanley born nakano family almost repatriated back japan permanently resettling fife washington,
533,nisei male born august bainbridge island washington part first group japanese americans removed incarcerated manzanar concentration camp california minidoka concentration camp idaho married still minidoka returned bainbridge island war,
534,nisei female born december bainbridge island washington bombing pearl harbor removed family manzanar concentration camp california later transferred minidoka concentration camp idaho married minidoka returned bainbridge island world war ii,
535,nisei female born november salinas california grew salinass japantown community moving various towns california bombing pearl harbor removed poston concentration camp colorado left camp family denver colorado returning california establishing mandarin restaurant san joses japantown,
536,kibei female born spokane washington went japan age twelve mother sister visit relatives gain japanese education japan world war ii broke remaining duration war returned united states soon war ended married japanese american us navy serviceman soon wedding sent overseas serve japan eventually settled seattle washington interview focuses experiences american living japan war,
537,nisei female born november florin california grew florin parents ran farm world war ii removed fresno assembly center california jerome concentration camp arkansas granada amache concentration camp colorado leaving camp lived worked time utah eventually returning fresno,
538,nisei male born january portland oregon grew portland parents ran hotel business world war ii removed portland assembly center oregon minidoka concentration camp idaho leaving camp returned family portland,
539,nisei male born march bainbridge island washington prior world war ii parents operated barber shop farm grocery store removed manzanar concentration camp california left camp lived illinois eventually returned bainbridge island,
540,interview brent seto led panel tatsuo nakatas friends akemi matsumoto emily momohara joy shigaki arlene oki bill tashima remembrance tatsuo nakata charismatic nakata leader japanese american mixedrace youth well seattle jacls youngest chapter president nakata pushed envelope chapter expand programming youth mixedraced wider inclusive civil rights program nakata crafted visionary leadership help chapter realize political well moral clout,
541,sansei male born september poston concentration camp arizona leaving camp parents moved worked seabrook farms new jersey masaru grew seabrook families worked became involved civil rights movement worked student nonviolent coordinating committee american friends service committee serves board seabrook education cultural center,
542,nisei male born april los angeles california grew boyle heights area los angeles world war ii removed santa anita assembly center california rohwer concentration camp arkansas leaving camp lived family burbank trailer camp returning los angeles established career japanese american newspaper rafu shimpo,
543,nisei female born may seattle washington spent brief time japan young child returned seattle worked clerk seattle school district onset world war ii forced resign pressure parent groups removed family puyallup assembly center washington minidoka concentration camp idaho moved chicago leaving camp eventually returning seattle took part redress movement helping obtain redress japanese american seattle school district clerks wrongly lost jobs,
544,sansei male born december oakland california grew alameda california parents florist business immediately bombing pearl harbor japanese americans forced leave alameda family split moved oakland removed tanforan assembly center california topaz concentration camp utah leaving camp temporarily lived buddhist temple oakland returning alameda father worked gardener landscaper kenneth attended school alameda graduating business school working mitsui company san francisco,
545,nisei female born april hood river oregon grew portland oregon world war ii removed portland assembly center oregon minidoka concentration camp idaho leaving camp returned portland became artist,
546,nisei female born april richmond california grew richmond grandfather established flower nursery business world war ii removed amache concentration camp colorado returned richmond resumed family business war,
547,niseisansei female born february mosier oregon grew mosier parents worked orchard truck farming world war ii removed pinedale assembly center california tule lake concentration camp california following socalled loyalty questionnaire family transferred topaz concentration camp utah leaving camp moved walla walla washington finished school remained walla walla eventually marrying raising family,
548,nisei male born march los angeles california grew several cities california father owned operated several nurseries landscaping business attended university california davis prior world war ii war removed manzanar concentration camp california along group friends established nursery business served military intelligence service japan returning los angeles,
549,nisei female born june one four sisters grew near los angeles california parents ran nursery business following bombing pearl harbor removed manzanar concentration camp california following war returned los angeles,
550,nisei male born august los angeles california grew los angeles area world war ii removed santa anita assembly center california granada amache concentration camp colorado leaving camp returned california became involved numerous civil rights organizations movements postwar founded manzanar organization participants make annual pilgrimage los angeles former manzanar camp site foot,
551,nisei female born june watsonville california following bombing pearl harbor removed fresno assembly center california jerome rohwer concentration camps arkansas following world war ii returned watsonville,
552,nisei female born august watsonville california following bombing pearl harbor removed fresno assembly center california jerome rohwer concentration camps arkansas following world war ii returned watsonville,
553,nisei male born august honolulu hawaii bombing pearl harbor volunteered army served europe nd regimental combat team discharge called back active duty served us counterintelligence corps japan,
554,nisei male born june compton california raised farm lawndale california following bombing pearl harbor father picked fbi detained department justice doj internment camp lordsburg new mexico family voluntarily moved visalia california forcibly moved poston concentration camp arizona sent tule lake concentration camp california result answering nono socalled loyalty questions renounced us citizenship protest incarceration transferred dojs santa fe internment camp immigration naturalization service ins camp crystal city texas release crystal city resettled california mr nishimura regained us citizenship,
555,nisei male born august seattle washington grew seattle attending university washington japan bombed pearl harbor december drafted military months bombing transferred military intelligence service served linguist burma india world war ii following war returned seattle,
556,nisei male born february seattle washington following bombing pearl harbor removed puyallup assembly center washington minidoka concentration camp idaho camp allowed leave attend high school one year nearby town eden idaho leaving camp mr nishimura moved philadelphia pennsylvania pursued successful career cable television industry,
557,nisei male grew pasadena california area parents worked familyowned nursery bombing pearl harbor family moved reedley california short time removed manzanar concentration camp california manzanar father worked governments guayule project leaving camp returned california became engineer,
558,sansei male born august manzanar concentration camp california parents incarcerated world war ii grew venice area california became increasingly politically active attending university california berkeley free speech movement late earned masters degree university southern california helped found ucla asian american studies center became administrator california state university long beach eventually advancing position associate vice president student services became community activist los angeles helped form several important community organizations little tokyo peoples rights organization little tokyo service center,
559,nisei female born february los angeles california grew venice california father uncle ran carnival concession stand bombing pearl harbor removed santa anita assembly center california granada amache concentration camp colorado part group organized quakers leave camp return west coast settled pasadena california,
560,kibei female born may seattle washington child sent japan education returned us married living glendale california world war ii started war removed manzanar concentration camp california leaving camp returned california,
561,nisei female born july emmett idaho grew idaho family moved eastern oregon alice still high school married nisei man served military intelligence service lived ontario oregon world war ii,
562,nisei female born february seattle washington family owned operated oriental gardens first nursery lake city incarcerated puyallup assembly center washington minidoka concentration camp idaho awardwinning modern dancer established martha nishitani modern dance school martha nishitani modern dance company also choreographs modern dance opera theater productions well specializes teaching creative dance children,
563,nisei female born december florin california grew florin parents ran farm world war ii removed fresno assembly center california jerome rohwer concentration camps arkansas leaving camp returned california,
564,nisei male born august los angeles california father ran fruit stand mother japanese language school teacher world war ii removed manzanar concentration camp california left camp moved milwaukee wisconsin eventually establishing career chemistry,
565,nisei female born october manzanar concentration camp california daughter wellknown artists henry fukuhara leaving camp family moved new york yoshino eventually returned live california family resided world war ii,
566,sansei male president florin chapter japanese american citizens league one authors resolution recognize constitutional stand world war ii resisters conscience,
567,thomas noguchi first japanese american serve chief medical examinercoroner los angeles country wellknown conducting autopsies public figures robert f kennedy marilyn monroe william holden noguchi position shin issei immigrant born japan trained medicine japan united states noguchi faced racial prejudice especially early career leading dismissal position japanese american community organizations including japanese american citizens league made concerted effort reinstate campaign proved successful noguchi felt grateful us survivors ask assistance organize felt good opportunity give back community enlisted support us hibakusha california state senator mervyn dymally us congressman edward roybal authored bills would established publicly funded program medical care treatment radiation illnesses among us survivors although state federal bills failed noguchis collaborative effort politicians color reveal changing racial class relations state national politics late early noguchis interview includes discussion work key leaders us survivors organization communication jacl public hearings medical bills,
568,nisei female born october bellingham washington lost united states citizenship married issei arranged marriage husbands family established columbia greenhouse one first japanese americanowned greenhouse businesses incarcerated puyallup assembly center washington tule lake concentration camp california husband held immigration naturalization service ins seattle interned department justice camp fort missoula montana briefly resettled husband emmett idaho spokane washington becoming one first families return seattle resumed operation family greenhouse business,
569,kibeinisei male born january alameda california age five family returned live japan attended school japan returning us drafted us army training japan bombed pearl harbor december resisted military orders basic training court martialed imprisoned stockade fort mcclellan alabama along japanese americans situation group later came known fort mcclellan disciplinary barrack boys db boys sentenced five years imprisonment served leavenworth federal penitentiary legal team headed mr nomiyamas soninlaw mounted legal effort clear db boys names succeeded army grant honorable discharges unable get court martials ultimately overturned,
570,nisei female born september los angeles california lost parents early age raised older siblings part large family world war ii removed manzanar concentration camp california trained music childhood became known songbird manzanar performing camp leaving camp moved pasadena california married raised family,
571,nisei male born october southern california world war ii removed gila river concentration camp arizona joined military intelligence service served dixie mission us army observation group us effort establish official relations communist party china peoples liberation army,
572,nisei female born december winslow washington fired job domestic following bombing pearl harbor removed manzanar concentration camp california later transferred minidoka concentration camp idaho following world war ii returned bainbridge island washington,
573,nisei female born july seattle washington spent prewar childhood japan bellevue washington kirkland washington incarcerated pinedale assembly center california tule lake concentration camp california returned seattle war obtained masters degree university washington field social work founded seattles first alternative school program seattle public schools cofounded separation loss institute one first nisei biracial marriage discusses impact incarceration japanese american health cultural identity,
574,born san diego california redress movement department justices office redress administration ora established identify administer reparations payments eligible individuals acted community liaison ora officer nikkei civil rights redress ncrr los angeles behalf ncrr continued speak wartime incarceration redress campaign schools community groups,
575,nisei female born december los angeles california child removed santa anita assembly center california rohwer concentration camp arkansas following world war ii became teacher went law school worked los angeles mayor bradley legislative research coordinator eventually executive assistant mayor heading criminal justice office served probono lawyer manzanar committee instrumental sites establishment development,
576,nisei male born september watsonville california grew watsonville parents operated joint barbershop bathhouse business world war ii removed salinas assembly center california poston concentration camp arizona leaving camp worked milwaukee wisconsin returning watsonville attended barber school san francisco eventually joining fathers barber business,
577,nisei male born december burbank california grew north hollywood area los angeles california parents ran farm world war ii removed manzanar concentration camp california left camp worked time denver colorado eventually returning los angeles area farm,
578,sansei female born may tule lake concentration camp california shortly birth parents returned los angeles california area living world war ii grew boyle heights neighborhood los angeles involved judo along father judo instructor established career public school teacher administrator also involved numerous community groups,
579,nisei male born april whittier california spent childhood california removed manzanar concentration camp left manzanar several times work beet topper local farmers decided expatriate japan mothers wishes transferred tule lake concentration camp moved brother bismarck north dakota department justice camp renouncing us citizenship traveling family japan lived worked japan able us citizenship reinstated return us raised family los angeles california,
580,shinissei female born january fukuoka japan lived japan world war ii met husband japan married immigrated us,
581,sansei male born april manzanar california parents signed nono socalled loyalty questionnaire transferred tule lake segregation center california moved family japan returned united states attend high school,
582,nisei male born may san fernando california grew san fernando father ran farm world war ii removed manzanar concentration camp california family leaving camp lived briefly chicago illinois returning san fernando served us navy,
